City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Olovyannaya,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
466,Quelimane,MZ,-17.8786,36.8883,71.64,96,20,3.06,light rain
467,Manta,VE,7.7669,-72.225,68.18,67,100,1.25,overcast clouds
468,Mumbwa,ZM,-11.8343,31.4529,61.38,96,98,9.08,overcast clouds
469,Ylivieska,FI,64.0833,24.55,24.31,97,100,4.54,light snow
470,Kungurtug,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
471,Fort Nelson,CA,51.2167,-102.4677,11.26,96,33,4.94,scattered clouds
472,Bubaque,GW,11.2833,-15.8333,75.15,74,60,12.03,broken clouds
473,Te Anau,NZ,-46.6,168.3333,62.29,80,100,8.19,overcast clouds
474,Bonaventure,CA,51.2167,-102.4677,11.26,96,33,4.94,scattered clouds
475,Grimshaw,CA,51.2167,-102.4677,11.26,96,33,4.94,scattered clouds
476,Arroyo,US,19.7297,-155.09,78.53,84,100,6.91,very heavy rain
477,Olafsvik,IS,66.0449,-17.3389,29.46,79,100,5.73,overcast clouds
478,Adre,ES,39.8885,4.2658,50.56,93,0,3.44,clear sky
479,Trincomalee,LK,7.7102,81.6924,80.31,76,8,3.06,clear sky
480,Pedasi,PA,8.5,-82.4333,75.61,94,20,1.14,few clouds
481,Tecolutla,CL,-35.3333,-72.4167,54.3,53,0,6.89,clear sky
482,Barguzin,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
483,Ilebo,CD,-7.3,27.4167,65.84,96,64,0.49,broken clouds
484,Halifax,CA,51.2167,-102.4677,11.26,96,33,4.94,scattered clouds
485,Klichka,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
486,Nyalikungu,TZ,-7.9139,39.6668,77.67,86,93,8.43,moderate rain
487,Louis Trichardt,ZA,-34.5322,20.0403,59.61,82,100,3.22,overcast clouds
488,Batagay-Alyta,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
489,Garmisch-Partenkirchen,DE,49.3875,11.3572,39.79,93,100,2.26,overcast clouds
490,Maciel,AR,-32.4557,-60.8874,47.46,43,0,3.85,clear sky
491,Dana Point,US,19.7297,-155.09,78.53,84,100,6.91,very heavy rain
492,Matara,LK,7.7102,81.6924,80.31,76,8,3.06,clear sky
493,Nouadhibou,MR,18.0858,-15.9785,69.73,67,100,11.97,overcast clouds
494,Acajutla,SV,13.5928,-89.8275,80.44,72,61,6.02,broken clouds
495,Omboue,GA,-0.7193,8.7815,80.17,84,70,11.7,broken clouds
496,Idah,NG,11.2361,4.9073,79.05,9,20,5.53,few clouds
497,Dingle,AU,-28.8667,153.5667,78.01,77,99,23.33,overcast clouds
498,Clarksdale,US,19.7297,-155.09,78.53,84,100,6.91,very heavy rain
499,Moron,MN,48.8125,103.5347,31.98,35,100,4.36,overcast clouds
500,Krasnoselkup,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
501,Santa Rosa,US,37.7799,-121.978,54.64,82,20,10.36,few clouds
502,Bobo Dioulasso,BF,11.1771,-4.2979,83.32,25,31,2.19,scattered clouds
503,Morgan City,US,19.7297,-155.09,78.53,84,100,6.91,very heavy rain
504,Bardiyah,LY,31.2089,16.5887,72.57,22,87,23.49,overcast clouds
505,Union,PH,16.2167,121.6,88.5,52,43,3.29,scattered clouds
506,Lorengau,PG,-9.0763,143.2092,85.37,69,68,7.58,broken clouds
507,Hofn,IS,66.0449,-17.3389,29.46,79,100,5.73,overcast clouds
508,Nelson Bay,AU,-23.7,133.8833,78.35,36,37,10.36,scattered clouds
509,Waipawa,NZ,-46.6,168.3333,62.29,80,100,8.19,overcast clouds
510,Catamarca,AR,-54.8,-68.3,46.06,66,40,4.61,scattered clouds
511,Pauini,BR,-9.6658,-35.7353,76.44,94,75,2.3,broken clouds
512,Preobrazheniye,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
513,Turayf,SA,26.326,43.975,66.63,17,0,11.14,clear sky
514,Chipinge,ZW,-20.1883,32.6236,56.5,87,0,2.77,clear sky
515,Luwuk,ID,-3.8004,102.2655,84.38,66,44,8.41,scattered clouds
516,Santa Rosa,AR,-54.8,-68.3,46.06,66,40,4.61,scattered clouds
517,Makat,KZ,47.8043,67.7144,31.98,80,0,11.18,clear sky
518,Uniara,IN,23.1167,83.2,91.51,8,9,4.76,clear sky
519,Shakawe,BW,-18.3667,21.85,65.79,93,93,3.6,overcast clouds
520,Saint-Joseph,RE,-21.3585,55.7679,76.59,75,88,16.06,overcast clouds
521,Manzhouli,CN,25.4833,103.7833,58.05,78,90,10.87,overcast clouds
522,Diamantino,BR,-9.6658,-35.7353,76.44,94,75,2.3,broken clouds
523,Mitu,CO,12.5847,-81.7006,80.62,78,40,10.36,scattered clouds
524,Monrovia,LR,4.375,-7.7169,79.43,86,43,6.2,scattered clouds
525,Puyang,CN,25.4833,103.7833,58.05,78,90,10.87,overcast clouds
526,Waalwijk,NL,51.6897,5.0172,40.28,63,100,11.5,overcast clouds
527,Makakilo City,US,19.7297,-155.09,78.53,84,100,6.91,very heavy rain
528,Bodden Town,KY,19.2833,-81.25,80.6,81,20,10.36,few clouds
529,Severnyy,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
530,Tsihombe,MG,-25.1667,45.05,65.8,87,0,7.78,clear sky
531,Nemuro,JP,24.8,125.2833,75.13,87,0,7.18,clear sky
532,Riyadh,SA,26.326,43.975,66.63,17,0,11.14,clear sky
533,Mildura,AU,-23.7,133.8833,78.35,36,37,10.36,scattered clouds
534,Palabuhanratu,ID,-3.8004,102.2655,84.38,66,44,8.41,scattered clouds
535,Iberia,PE,-10.0681,-78.1522,70.66,84,100,10.6,overcast clouds
536,Sabha,LY,27.0377,14.4283,74.23,10,100,18.16,overcast clouds
537,Amapa,BR,-9.6658,-35.7353,76.44,94,75,2.3,broken clouds
538,Broken Hill,AU,-23.7,133.8833,78.35,36,37,10.36,scattered clouds
539,Tazovskiy,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
540,East Foothills,US,19.7297,-155.09,78.53,84,100,6.91,very heavy rain
541,Opuwo,NA,-26.6481,15.1594,61.56,66,0,14.34,clear sky
542,Cooma,AU,-23.7,133.8833,78.35,36,37,10.36,scattered clouds
543,Martapura,ID,-3.8004,102.2655,84.38,66,44,8.41,scattered clouds
544,Lianran,CN,25.4833,103.7833,58.05,78,90,10.87,overcast clouds
545,Yantarnyy,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
546,Sulangan,PH,16.2167,121.6,88.5,52,43,3.29,scattered clouds
547,Bhanpuri,IN,23.1167,83.2,91.51,8,9,4.76,clear sky
548,Jimo,CN,25.4833,103.7833,58.05,78,90,10.87,overcast clouds
549,Two Hills,CA,51.2167,-102.4677,11.26,96,33,4.94,scattered clouds
550,Tres Coracoes,BR,-9.6658,-35.7353,76.44,94,75,2.3,broken clouds
551,Suluq,LY,31.2089,16.5887,72.57,22,87,23.49,overcast clouds
552,Kajaani,FI,64.0833,24.55,24.31,97,100,4.54,light snow
553,Daudnagar,IN,23.1167,83.2,91.51,8,9,4.76,clear sky
554,Along,IN,23.1167,83.2,91.51,8,9,4.76,clear sky
555,Nesna,NO,70.8578,29.0864,24.8,70,100,17.96,light snow
556,Moctezuma,CL,-35.3333,-72.4167,54.3,53,0,6.89,clear sky
557,Fort Saint John,CA,51.2167,-102.4677,11.26,96,33,4.94,scattered clouds
558,Zapolyarnyy,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
559,Ambilobe,MG,-25.1667,45.05,65.8,87,0,7.78,clear sky
560,Khani,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
561,Lamar,US,19.7297,-155.09,78.53,84,100,6.91,very heavy rain
562,Gizo,SB,-8.145,159.5921,84.25,76,100,2.46,moderate rain
563,Shuya,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
564,Bucerias,CL,-35.3333,-72.4167,54.3,53,0,6.89,clear sky
565,Tsiroanomandidy,MG,-25.1667,45.05,65.8,87,0,7.78,clear sky
566,Sydney Mines,CA,51.2167,-102.4677,11.26,96,33,4.94,scattered clouds
567,Xudat,AZ,41.6336,46.6433,45.07,53,20,6.91,few clouds
568,Cowra,AU,-23.7,133.8833,78.35,36,37,10.36,scattered clouds
569,Rawson,AR,-54.8,-68.3,46.06,66,40,4.61,scattered clouds
570,Manaus,BR,-9.6658,-35.7353,76.44,94,75,2.3,broken clouds
571,Pochutla,CL,-35.3333,-72.4167,54.3,53,0,6.89,clear sky
572,Batie,BF,11.1771,-4.2979,83.32,25,31,2.19,scattered clouds
573,Leh,IN,23.1167,83.2,91.51,8,9,4.76,clear sky
574,Mayo,CA,51.2167,-102.4677,11.26,96,33,4.94,scattered clouds
575,Bilma,NE,13.8072,8.9881,71.42,5,41,8.63,scattered clouds
576,Trelew,AR,-54.8,-68.3,46.06,66,40,4.61,scattered clouds
577,Caucaia,BR,-9.6658,-35.7353,76.44,94,75,2.3,broken clouds
578,Mecca,SA,26.326,43.975,66.63,17,0,11.14,clear sky
579,Mackay,AU,-23.7,133.8833,78.35,36,37,10.36,scattered clouds
580,Babanusah,PH,7.9986,124.2928,79.27,71,10,3.98,clear sky
581,Urumqi,CN,25.4833,103.7833,58.05,78,90,10.87,overcast clouds
582,Wakkanai,JP,24.8,125.2833,75.13,87,0,7.18,clear sky
583,Aksay,KZ,47.8043,67.7144,31.98,80,0,11.18,clear sky
584,Pangody,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
585,Bukachacha,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
586,Da Nang,VN,13.0833,109.3,75.45,92,100,10.92,overcast clouds
587,Iskitim,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
588,New Smyrna Beach,US,19.7297,-155.09,78.53,84,100,6.91,very heavy rain
589,Los Llanos De Aridane,ES,43.4198,-4.7549,49.8,71,100,11.27,overcast clouds
590,Maragogi,BR,-9.6658,-35.7353,76.44,94,75,2.3,broken clouds
591,Clyde River,CA,51.2167,-102.4677,11.26,96,33,4.94,scattered clouds
592,Kasungu,MW,-13.0333,33.4833,62.46,98,21,4.68,few clouds
593,Ailigandi,PA,8.5,-82.4333,75.61,94,20,1.14,few clouds
594,Khandyga,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
595,Storforshei,NO,70.8578,29.0864,24.8,70,100,17.96,light snow
596,Alekseyevskaya,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
597,Haines Junction,CA,51.2167,-102.4677,11.26,96,33,4.94,scattered clouds
598,Macas,VE,7.7669,-72.225,68.18,67,100,1.25,overcast clouds
599,Astana,KZ,47.8043,67.7144,31.98,80,0,11.18,clear sky
600,Bairiki,KI,1.3292,172.9752,86.0,70,20,8.05,few clouds
601,Rafai,CF,4.3133,22.5552,74.77,70,72,2.53,broken clouds
602,Pano Aqil,PK,27.8569,69.1116,66.09,6,0,9.84,clear sky
603,Ginda,ER,13.9297,41.6925,83.37,30,0,15.59,clear sky
604,Orcopampa,PE,-10.0681,-78.1522,70.66,84,100,10.6,overcast clouds
605,Bex,CH,46.2521,7.0114,49.8,93,100,0.18,overcast clouds
606,Half Moon Bay,US,19.7297,-155.09,78.53,84,100,6.91,very heavy rain
607,Vodnyy,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
608,Kurilsk,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
609,Seoni Malwa,IN,23.1167,83.2,91.51,8,9,4.76,clear sky
610,Mangai,CD,-7.3,27.4167,65.84,96,64,0.49,broken clouds
611,Jutai,BR,-9.6658,-35.7353,76.44,94,75,2.3,broken clouds
612,Redmond,US,19.7297,-155.09,78.53,84,100,6.91,very heavy rain
613,Koumac,NC,-22.6667,167.4833,78.78,85,8,16.17,clear sky
614,Sargodha,PK,27.8569,69.1116,66.09,6,0,9.84,clear sky
615,Namatanai,PG,-9.0763,143.2092,85.37,69,68,7.58,broken clouds
616,Saint-Pierre,RE,-21.3393,55.4781,76.68,70,40,18.41,scattered clouds
617,Peace River,CA,51.2167,-102.4677,11.26,96,33,4.94,scattered clouds
618,San Luis,CL,-35.3333,-72.4167,54.3,53,0,6.89,clear sky
619,Vila Velha,BR,-9.6658,-35.7353,76.44,94,75,2.3,broken clouds
620,Saurimo,AO,-6.1349,12.3689,77.97,89,77,9.13,broken clouds
621,Charcas,CL,-35.3333,-72.4167,54.3,53,0,6.89,clear sky
622,Cartagena,CO,12.5847,-81.7006,80.62,78,40,10.36,scattered clouds
623,Rafaela,AR,-54.8,-68.3,46.06,66,40,4.61,scattered clouds
624,Egvekinot,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
625,Yarim,YE,14.298,44.3779,48.78,28,0,6.64,clear sky
626,Ponta Delgada,PT,39.05,-27.9833,59.86,90,98,6.71,overcast clouds
627,San Policarpo,PH,16.2167,121.6,88.5,52,43,3.29,scattered clouds
628,Shubarkuduk,KZ,47.8043,67.7144,31.98,80,0,11.18,clear sky
629,Kalomo,ZM,-11.8343,31.4529,61.38,96,98,9.08,overcast clouds
630,Malino,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
631,Pasighat,IN,23.1167,83.2,91.51,8,9,4.76,clear sky
632,Taree,AU,-23.7,133.8833,78.35,36,37,10.36,scattered clouds
633,Russell,NZ,-46.6,168.3333,62.29,80,100,8.19,overcast clouds
634,Roald,NO,70.8578,29.0864,24.8,70,100,17.96,light snow
635,Virden,CA,51.2167,-102.4677,11.26,96,33,4.94,scattered clouds
636,Merauke,ID,-3.8004,102.2655,84.38,66,44,8.41,scattered clouds
637,Indramayu,ID,-3.8004,102.2655,84.38,66,44,8.41,scattered clouds
638,Aleksandrov Gay,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
639,Sisimiut,GL,69.2167,-51.1,19.42,93,100,3.44,overcast clouds
640,Puerto Escondido,CL,-35.3333,-72.4167,54.3,53,0,6.89,clear sky
641,Bonfim,BR,-9.6658,-35.7353,76.44,94,75,2.3,broken clouds
642,Severomuysk,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
643,Santa Isabel Do Rio Negro,BR,-9.6658,-35.7353,76.44,94,75,2.3,broken clouds
644,Vikhorevka,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
645,Pacifica,US,19.7297,-155.09,78.53,84,100,6.91,very heavy rain
646,Linkou,CN,25.4833,103.7833,58.05,78,90,10.87,overcast clouds
647,Nacogdoches,US,19.7297,-155.09,78.53,84,100,6.91,very heavy rain
648,Dalvik,IS,66.0449,-17.3389,29.46,79,100,5.73,overcast clouds
649,San Pedro,US,37.7799,-121.978,54.64,82,20,10.36,few clouds
650,Navalmoral De La Mata,ES,43.4198,-4.7549,49.8,71,100,11.27,overcast clouds
651,Dicabisagan,PH,16.2167,121.6,88.5,52,43,3.29,scattered clouds
652,Christchurch,NZ,-46.6,168.3333,62.29,80,100,8.19,overcast clouds
653,Iracoubo,GF,4.9333,-52.3333,78.1,1,100,1.14,overcast clouds
654,Remanso,BR,-9.6658,-35.7353,76.44,94,75,2.3,broken clouds
655,Maitum,PH,16.2167,121.6,88.5,52,43,3.29,scattered clouds
656,Hare Bay,CA,51.2167,-102.4677,11.26,96,33,4.94,scattered clouds
657,Tapaua,BR,-9.6658,-35.7353,76.44,94,75,2.3,broken clouds
658,Lata,SB,-8.145,159.5921,84.25,76,100,2.46,moderate rain
659,Honiara,SB,-8.145,159.5921,84.25,76,100,2.46,moderate rain
660,Karratha,AU,-23.7,133.8833,78.35,36,37,10.36,scattered clouds
661,Miri,MY,6.0333,102.2833,85.62,69,96,3.69,overcast clouds
662,Dukat,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
663,Zhigansk,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
664,Pitimbu,BR,-9.6658,-35.7353,76.44,94,75,2.3,broken clouds
665,Westport,NZ,-46.6,168.3333,62.29,80,100,8.19,overcast clouds
666,Mugumu,TZ,-7.9139,39.6668,77.67,86,93,8.43,moderate rain
667,Mackenzie,CA,51.2167,-102.4677,11.26,96,33,4.94,scattered clouds
668,Santa Lucia,ES,43.4198,-4.7549,49.8,71,100,11.27,overcast clouds
669,Poum,NC,-22.6667,167.4833,78.78,85,8,16.17,clear sky
670,Vana-Vigala,EE,58.7806,24.2522,25.84,82,43,2.66,scattered clouds
671,Bandarbeyla,SO,9.4942,50.8122,79.14,74,77,6.44,broken clouds
672,Dzhebariki-Khaya,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
673,Dali,CN,25.4833,103.7833,58.05,78,90,10.87,overcast clouds
674,Oranjemund,NA,-26.6481,15.1594,61.56,66,0,14.34,clear sky
675,Whithorn,GB,56.8095,-2.6549,33.01,78,8,6.71,clear sky
676,Tuckahoe,US,19.7297,-155.09,78.53,84,100,6.91,very heavy rain
677,Tadine,NC,-22.6667,167.4833,78.78,85,8,16.17,clear sky
678,Rovira,CO,12.5847,-81.7006,80.62,78,40,10.36,scattered clouds
679,Concarneau,FR,49.1871,2.4144,44.89,90,100,6.96,overcast clouds
680,Mwinilunga,ZM,-11.8343,31.4529,61.38,96,98,9.08,overcast clouds
681,Manati,IT,45.1667,10.7833,49.33,96,100,1.99,overcast clouds
682,Kalmunai,LK,7.7102,81.6924,80.31,76,8,3.06,clear sky
683,Jiaozuo,CN,25.4833,103.7833,58.05,78,90,10.87,overcast clouds
684,Qobustan,AZ,41.6336,46.6433,45.07,53,20,6.91,few clouds
685,Tabuk,SA,26.326,43.975,66.63,17,0,11.14,clear sky
686,San Ignacio,US,37.7799,-121.978,54.64,82,20,10.36,few clouds
687,Charters Towers,AU,-23.7,133.8833,78.35,36,37,10.36,scattered clouds
688,Quatre Cocos,MU,-20.5167,57.5167,77.67,76,87,21.72,overcast clouds
689,Xichang,CN,25.4833,103.7833,58.05,78,90,10.87,overcast clouds
690,Saint Anthony,CA,51.2167,-102.4677,11.26,96,33,4.94,scattered clouds
691,Juba,PH,7.9986,124.2928,79.27,71,10,3.98,clear sky
692,Fengrun,CN,25.4833,103.7833,58.05,78,90,10.87,overcast clouds
693,Aykhal,RU,50.6789,156.125,31.37,76,36,15.46,scattered clouds
694,Yarada,IN,23.1167,83.2,91.51,8,9,4.76,clear sky
695,Maarianhamina,FI,64.0833,24.55,24.31,97,100,4.54,light snow
696,Sungaipenuh,ID,-3.8004,102.2655,84.38,66,44,8.41,scattered clouds
697,Agua Verde,CL,-35.3333,-72.4167,54.3,53,0,6.89,clear sky
